Time, Depth(RAW), Depth(AVG), Velocity(RAW), Velocity(AVG), Temperature(RAW), Battery(RAW), Quartile(RAW), Samples(RAW)
 , mm, mm, mm/s, mm/s, degC, V,  ,  
2018/12/27 00:02:30, 379, 381, 44, 65, 12.36, 11.20, 393, 55
2018/12/27 12:02:30, 379, 380, 45, 56, 12.30, 10.83, 271, 55
2018/12/28 00:02:40, 389, 380, 131, 68, 12.30, 11.01, 138, 70
2018/12/28 12:02:50, 384, 380, 50, 55, 12.36, 11.22, 256, 39
2018/12/29 00:02:50, 379, 378, 63, 55, 12.30, 10.88, 603, 22
2018/12/29 12:03:00, 381, 378, 51, 54, 12.36, 11.09, 319, 53
2018/12/30 00:03:00, 373, 377, 46, 57, 12.30, 10.80, 191, 65
2018/12/30 12:03:00, 376, 377, 86, 59, 12.30, 11.04, 270, 61
2018/12/31 00:03:10, 379, 377, 53, 64, 12.36, 11.22, 285, 51
2018/12/31 12:03:10, 379, 376, 38, 60, 12.30, 10.91, 227, 75
2019/1/1 00:03:20, 373, 376, 79, 65, 12.30, 11.09, 271, 58
2019/1/1 12:03:20, 376, 375, 109, 64, 12.30, 10.80, 255, 52
2019/1/2 00:03:20, 376, 375, 128, 120, 12.30, 11.04, 262, 51
2019/1/2 12:03:30, 384, 374, 136, 108, 12.36, 11.25, 196, 45
2019/1/3 00:03:30, 368, 374, 72, 73, 12.30, 10.93, 504, 66
2019/1/3 12:03:30, 368, 374, 47, 77, 12.36, 11.25, 230, 53
2019/1/4 00:03:40, 376, 374, 52, 57, 12.36, 11.17, 265, 67
2019/1/4 12:03:40, 376, 374, 81, 70, 12.30, 10.83, 367, 56
2019/1/5 00:03:50, 368, 374, 106, 95, 12.30, 11.01, 481, 50
2019/1/5 12:04:00, 376, 374, 94, 190, 12.36, 11.20, 176, 57
2019/1/6 00:04:00, 371, 374, 94, 94, 12.30, 10.88, 211, 86
2019/1/6 12:04:00, 376, 373, 117, 96, 12.36, 11.14, 218, 80
2019/1/7 00:04:10, 373, 373, 72, 92, 12.49, 12.92, 403, 50
2019/1/7 12:04:10, 373, 372, 58, 70, 12.30, 10.99, 247, 51
2019/1/8 00:04:20, 371, 373, 124, 135, 12.36, 11.17, 257, 86
2019/1/8 12:04:20, 365, 372, 51, 68, 12.30, 10.85, 192, 18
2019/1/9 00:04:30, 373, 372, 130, 109, 12.30, 11.04, 329, 37
2019/1/9 12:04:40, 373, 371, 45, 122, 12.36, 11.25, 250, 71
2019/1/10 00:04:40, 365, 371, 45, 45, 12.30, 10.93, 209, 40
2019/1/10 12:04:50, 376, 372, 77, 58, 12.30, 11.12, 279, 84
2019/1/11 00:04:50, 371, 371, 77, 77, 12.30, 10.80, 240, 74
2019/1/11 12:04:50, 368, 371, 56, 107, 12.30, 11.09, 335, 54
2019/1/12 00:05:00, 365, 371, 90, 90, 12.36, 11.36, 216, 34
2019/1/12 12:05:00, 371, 370, 90, 90, 12.30, 10.96, 259, 70
2019/1/13 00:05:10, 365, 370, 132, 82, 12.30, 11.17, 316, 53
2019/1/13 12:05:10, 371, 369, 55, 93, 12.30, 10.85, 194, 67
